"","Typ","Namn","Address4","Address5","RT90x","RT90y","WGS84x","WGS84y"
"1","Butik","Fältöversten","STOCKHOLM","Stockholms län",6582011,1630064,59.3388107537737,18.0908790067336
"2","Butik","","STOCKHOLM","Stockholms län",6581787,1629382,59.3370109670991,18.0787703591809
"3","Butik","Garnisonen","STOCKHOLM","Stockholms län",6581720,1630377,59.3361042109022,18.0961987870359
"4","Butik","","STOCKHOLM","Stockholms län",6581443.113,1628483.985,59.3342004409464,18.0627992471065
"5","Butik","Sergel","STOCKHOLM","Stockholms län",6581251.441,1628460.233,59.3324884444145,18.0622682452208
"6","Butik","PK-Huset","STOCKHOLM","Stockholms län",6581348.98,1628962.251,59.3332104447572,18.0711392341174
"7","Butik","","STOCKHOLM","Stockholms län",6581037,1628616,59.330517630776,18.0648749832605
"8","Butik","Marieberg","STOCKHOLM","Stockholms län",6580676,1625947,59.3280832179873,18.0178124220644
"9","Butik","","STOCKHOLM","Stockholms län",6580745,1627343,59.3282839095263,18.0423567077416
"10","Butik","","STOCKHOLM","Stockholms län",6581680,1625435,59.3372412323076,18.0094084099046
"11","Butik","","VÄLLINGBY","Stockholms län",6584334,1617652,59.3632880229876,17.874193052018
"12","Butik","","STOCKHOLM","Stockholms län",6581458,1626624,59.3348953415189,18.030154189005
"13","Butik","","STOCKHOLM","Stockholms län",6582135,1627265,59.3407752871577,18.0418068391776
"14","Butik","Torsplan","STOCKHOLM","Stockholms län",6582767.095,1626747.961,59.3466004349226,18.0330992483184
"15","Butik","Odenplan","STOCKHOLM","Stockholms län",6582461,1627884,59.3435124863073,18.052869117528
"16","Butik","Jarlaplan","STOCKHOLM","Stockholms län",6582620,1628484,59.344756598736,18.0635000391818
"17","Butik","","STOCKHOLM","Stockholms län",6581989,1628333,59.3391426946788,18.0604730992562
"18","Butik","","STOCKHOLM","Stockholms län",6581457,1628077,59.334448534068,18.0556625875756
"19","Butik","Brommaplan","BROMMA","Stockholms län",6581729,1621475,59.3388376921316,17.9399042750927
"20","Butik","","HÄSSELBY","Stockholms län",6584696,1615877,59.3670264144289,17.8431954688926
"21","Butik","","KISTA","Stockholms län",6588823.336,1621493.13,59.4024704222321,17.9442242488615
"22","Butik","Bromma Blocks","BROMMA","Stockholms län",6583670,1622217,59.3560349180603,17.9540328676582
"23","Butik","Ringen","STOCKHOLM","Stockholms län",6578584,1629331,59.3082972660336,18.0759580666418
"24","Butik","","STOCKHOLM","Stockholms län",6579247,1629262,59.3142651517577,18.0751439224199
"25","Butik","Söderhallarna","STOCKHOLM","Stockholms län",6579281,1629032,59.3146403444322,18.0711288118607
"26","Butik","","STOCKHOLM","Stockholms län",6579419,1629788,59.315646821917,18.0844758776426
"27","Butik","","JOHANNESHOV","Stockholms län",6577496,1629545,59.2984729619621,18.0790607245155
"28","Butik","Globen","JOHANNESHOV","Stockholms län",6576764,1629653,59.2918742051236,18.0805163821894
"29","Butik","Liljeholmen","STOCKHOLM","Stockholms län",6578641,1626263,59.3097353307704,18.0221704745614
"30","Butik","","STOCKHOLM","Stockholms län",6579483,1628162,59.3167167303301,18.0559839006609
"31","Butik","Hammarby Sjöstad","STOCKHOLM","Stockholms län",6577945,1630863,59.3020947365173,18.1024456349399
"32","Butik","","STOCKHOLM","Stockholms län",6579419,1626918,59.3165178179856,18.0341179889739
"33","Butik","","Hägersten","Stockholms län",6576902.241,1625281.754,59.294430441522,18.0039492527476
"34","Butik","","BANDHAGEN","Stockholms län",6573564,1627470,59.263833854602,18.0403579441512
"35","Butik","","FARSTA","Stockholms län",6571337,1630460,59.2429489266078,18.0914021199749
"36","Butik","","HÄGERSTEN","Stockholms län",6575853,1623050,59.2856731583219,17.9642166389168
"37","Butik","","SKÄRHOLMEN","Stockholms län",6574717,1619970,59.2763664375551,17.9095882767076
"38","Butik","","SOLNA","Stockholms län",6584237,1624809,59.3603627204277,17.9998965962247
"39","Butik","","SUNDBYBERG","Stockholms län",6584281,1622984,59.3612929701039,17.9678561167538
"40","Butik","","VAXHOLM","Stockholms län",6589550,1644635,59.4016819643694,18.3517318569029
"41","Butik","","HALLSTAVIK","Stockholms län",6662319,1655444,60.0502497019424,18.5956334606821
"42","Butik","","NORRTÄLJE","Stockholms län",6629948,1662690,59.7572634641812,18.7001442718731
"43","Butik","","SIGTUNA","Stockholms län",6612198,1608078,59.6158254037251,17.7200339937712
"44","Butik","","SÖDERTÄLJE","Stockholms län",6565397,1604088,59.196946715686,17.6267106293886
"45","Butik","","SÖDERTÄLJE","Stockholms län",6564261,1601112,59.187472519637,17.5741327436329
"46","Butik","","NYNÄSHAMN","Stockholms län",6533261,1623371,58.9035065778019,17.9459074088653
"47","Butik","","LIDINGÖ","Stockholms län",6585132,1632476,59.3660540133023,18.1351440750444
"48","Butik","Arninge","TÄBY","Stockholms län",6595729,1632265,59.4611648029347,18.1379633868564
"49","Butik","Mörby Centrum","DANDERYD","Stockholms län",6588398,1626774,59.3971000919866,18.0368710816325
"50","Butik","Jakobsbergs Centrum","JÄRFÄLLA","Stockholms län",6591022,1615351,59.4239198906923,17.8373445581154
"51","Butik","Täby Centrum","TÄBY","Stockholms län",6593753.139,1628675.336,59.4445564222782,18.0735222251921
"52","Butik","Sollentuna Centrum","SOLLENTUNA","Stockholms län",6591691,1621815,59.4281008560674,17.9515134929727
"53","Butik","","HUDDINGE","Stockholms län",6570417.922,1624280.068,59.2365604571528,17.9826692785569
"54","Butik","","MÄRSTA","Stockholms län",6612944,1615673,59.620484405472,17.8549104148459
"55","Butik","Väsby Centrum","UPPLANDS VÄSBY","Stockholms län",6601702,1619136,59.5186691241992,17.9099239844854
"56","Butik","","NACKA","Stockholms län",6578963,1634331,59.3101384925888,18.1638991919739
"57","Butik","","TYRESÖ","Stockholms län",6571675,1638416,59.2434587468929,18.230901703926
"58","Butik","Haninge Centrum","HANINGE","Stockholms län",6563348,1633511,59.1703442131736,18.1399220726529
"59","Butik","","GUSTAVSBERG","Stockholms län",6581309,1647235,59.3268819804848,18.3918251811797
"60","Butik","","SALTSJÖBADEN","Stockholms län",6576366,1640791,59.2847473681911,18.2755231398678
"61","Butik","","TUMBA","Stockholms län",6565937,1615878,59.1987398799575,17.8331820101752
"62","Butik","Botkyrka","NORSBORG","Stockholms län",6570287.417,1615685.029,59.2378204477199,17.832119292553
"63","Butik","Skogås Centrum","SKOGÅS","Stockholms län",6568637,1634130,59.2175875972547,18.1539900521112
"64","Butik","","ÅKERSBERGA","Stockholms län",6598171.046,1641230.224,59.4801494297474,18.2975311793142
"65","Butik","","VALLENTUNA","Stockholms län",6603903,1628598,59.5356170108966,18.0782705242532
"66","Butik","Orminge Centrum","SALTSJÖ-BOO","Stockholms län",6581002,1639572,59.326728283359,18.2571476636099
"67","Butik","Ekerö Centrum","EKERÖ","Stockholms län",6576156,1614352,59.2908297240326,17.811872246861
"68","Butik","Kungens Kurva","KUNGENS KURVA","Stockholms län",6574107.314,1620698.02,59.2706904420483,17.9220092780661
"69","Butik","Salem Centrum","RÖNNINGE","Stockholms län",6566141,1612076,59.2015899108935,17.7667926358558
"70","Butik","","KUNGSÄNGEN","Stockholms län",6597090,1610260,59.4797208660496,17.7508389781165
"71","Butik","","RIMBO","Stockholms län",6627660,1644016,59.743638937476,18.3666884737679
"72","Butik","Sickla","NACKA","Stockholms län",6578275,1632466,59.3045558132164,18.1307614961889
"73","Butik","Mölnvik","GUSTAVSBERG","Stockholms län",6579896.447,1649187.164,59.3135309648127,18.4251051051223
"74","Butik","Västerhaninge centrum","VÄSTERHANINGE","Stockholms län",6557982,1631801,59.1227468999138,18.1068134810288
"75","Butik","Rotebro","SOLLENTUNA","Stockholms län",6596372,1619580,59.4707315108027,17.9147773418719
"76","Butik","","JÄRFÄLLA","Stockholms län",6589540,1613484,59.411132160367,17.8036927926653
"77","Butik","","NYKVARN","Stockholms län",6563044,1592942,59.1784169026104,17.4307482586289
"78","Butik","Barkarby","JÄRFÄLLA","Stockholms län",6590020,1616802,59.4145313882199,17.862343328815
"79","Butik","Mall of Scandinavia","Solna","Stockholms län",6585235.789,1625151.209,59.3692204312151,18.0064892439234
"80","Butik","Haninge Söderby","HANINGE","Stockholms län",6564602.199,1634535.833,59.1812704682164,18.1585992687175
"81","Butik","Häggvik","SOLLENTUNA","Stockholms län",6592905.95,1620873.88,59.4392704162799,17.9356292361379
"82","Butik","Gottsunda centrum","UPPSALA","Uppsala län",6633403,1602399,59.8074958513887,17.6297985079373
"83","Butik","","UPPSALA","Uppsala län",6639091,1602924,59.8583943626876,17.6419547174106
"84","Butik","Stenhagen","UPPSALA","Uppsala län",6637930,1598530,59.8490475753999,17.5630325490284
"85","Butik","Gränbystaden","UPPSALA","Uppsala län",6641214,1604586,59.8770232971081,17.6726642812898
"86","Butik","","BÅLSTA","Uppsala län",6606509,1597406,59.5674065075571,17.5284437751189
"87","Butik","","ENKÖPING","Uppsala län",6613246,1572022,59.6329989212831,17.0817929436799
"88","Butik","","TIERP","Uppsala län",6692989,1594382,60.3439786470352,17.5144471870613
"89","Butik","","ÖREGRUND","Uppsala län",6694119,1645477,60.3390183494185,18.4396894000584
"90","Butik","","SKUTSKÄR","Uppsala län",6724141,1588100,60.6248692319991,17.4145075774384
"91","Butik","Kvarnen","UPPSALA","Uppsala län",6639512,1603172,59.8621094910543,17.6465865975856
"92","Butik","Boländerna","UPPSALA","Uppsala län",6637844,1605483,59.8465633593561,17.6869636973117
"93","Butik","","KNIVSTA","Uppsala län",6624652.076,1611679.798,59.7266003620963,17.7903992143692
"94","Butik","Nyköping City","NYKÖPING","Södermanlands län",6515028.895,1569376.114,58.751975472663,17.0036594649687
"95","Butik","","TROSA","Södermanlands län",6531831,1600452,58.8966423927992,17.5478069344879
"96","Butik","","ESKILSTUNA","Södermanlands län",6583501,1540344,59.3702788759777,16.5147276712558
"97","Butik","Tuna park","ESKILSTUNA","Södermanlands län",6584036,1537739,59.375321713664,16.4690080176493
"98","Butik","","TORSHÄLLA","Södermanlands län",6589036,1538111,59.4201674887845,16.4764366527566
"99","Butik","","KATRINEHOLM","Södermanlands län",6541645,1523150,58.9958491747915,16.2078984306945
"100","Butik","","STRÄNGNÄS","Södermanlands län",6584622,1569400,59.3765637863292,17.0260222588057
"101","Butik","","MARIEFRED","Södermanlands län",6571761,1580719,59.2591385106926,17.2202767462888
"102","Butik","","MALMKÖPING","Södermanlands län",6557106.477,1552972.183,59.131980414985,16.7303694470573
"103","Butik","","FLEN","Södermanlands län",6548884,1545074,59.0590835055204,16.5907496907337
"104","Butik","","OXELÖSUND","Södermanlands län",6505986,1575358,58.6698138427427,17.1039451542384
"105","Butik","","VINGÅKER","Södermanlands län",6547855.233,1504237.313,59.0522004005739,15.8789995566997
"106","Butik","","GNESTA","Södermanlands län",6548443,1586187,59.0488137458434,17.3069108328128
"107","Butik","Gustafsberg","NYKÖPING","Södermanlands län",6517119.125,1570645.471,58.7705304728448,17.0262394647573
"108","Butik","","LINKÖPING","Östergötlands län",6473035,1492658,58.3804671214324,15.6796912253752
"109","Butik","Tornby","LINKÖPING","Östergötlands län",6479145.019,1487377.664,58.4352004709066,15.5890996270369
"110","Butik","Gyllentorget","LINKÖPING","Östergötlands län",6476390,1489594,58.4105252014254,15.6271668842321
"111","Butik","","ÅTVIDABERG","Östergötlands län",6453149,1511376,58.2018483030419,15.9986603610993
"112","Butik","","MJÖLBY","Östergötlands län",6467120,1460174,58.3256145798008,15.125502684938
"113","Butik","","VADSTENA","Östergötlands län",6480824,1446505,58.4471780419204,14.8890644043262
"114","Butik","","MOTALA","Östergötlands län",6490756,1455091,58.5373038562242,15.0341314106624
"115","Butik","","NORRKÖPING","Östergötlands län",6496126,1522429,58.5872593421846,16.1908104573831
"116","Butik","","NORRKÖPING","Östergötlands län",6494501,1523596,58.5726095491261,16.2107063379735
"117","Butik","Ingelsta","NORRKÖPING","Östergötlands län",6499208,1520906,58.615003288089,16.1649085768964
"118","Butik","","SÖDERKÖPING","Östergötlands län",6484436,1530015,58.4818585672951,16.3196983649589
"119","Butik","","VALDEMARSVIK","Östergötlands län",6453595,1546891,58.2035139860196,16.6027047150019
"120","Butik","","FINSPÅNG","Östergötlands län",6509414,1498252,58.7071235046486,15.7750180443086
"121","Butik","","KISA","Östergötlands län",6429382,1489791,57.9884879867769,15.6326087000405
"122","Butik","","ÖDESHÖG","Östergötlands län",6456749,1432291,58.2291067485455,14.6527605969418
"123","Butik","","Ydre","Östergötlands län",6411365,1468650,57.825738643059,15.2776008331311
"124","Butik","","BOXHOLM","Östergötlands län",6452813,1455910,58.1967690411767,15.0554596763929
"125","Butik","Djurgården","Linköping","Östergötlands län",6473703,1487321,58.386341661655,15.5884313350788
"126","Butik","A6","JÖNKÖPING","Jönköpings län",6406582,1404702,57.7737636748228,14.2036200346816
"127","Butik","Atollen","JÖNKÖPING","Jönköpings län",6407378.48,1402829.945,57.7805105565574,14.1718496988791
"128","Butik","","HABO","Jönköpings län",6421781,1397415,57.9085607964121,14.074681850587
"129","Butik","","VÄRNAMO","Jönköpings län",6341157,1393302,57.184019549415,14.0406935020791
"130","Butik","","HUSKVARNA","Jönköpings län",6408236,1408994,57.7895004375634,14.2750931224187
"131","Butik","","NÄSSJÖ","Jönköpings län",6392635,1433722,57.6537871941661,14.6950464795402
"132","Butik","","VETLANDA","Jönköpings län",6366864,1456746,57.4252056695549,15.0852391048036
"133","Butik","","EKSJÖ","Jönköpings län",6393656,1450327,57.6650908718524,14.9729320053457
"134","Butik","","TRANÅS","Jönköpings län",6434741,1450918,58.0340040056693,14.9743711736715
"135","Butik","","GISLAVED","Jönköpings län",6355208,1363441,57.3021794365965,13.5395269638737
"136","Butik","","SÄVSJÖ","Jönköpings län",6364513,1431555,57.4010036657253,14.6666607095652
"137","Butik","","ANEBY","Jönköpings län",6413151,1441089,57.8389917649917,14.8133859807961
"138","Butik","","GNOSJÖ","Jönköpings län",6361163.206,1375268.598,57.3590006091553,13.7325996504562
"139","Butik","","MULLSJÖ","Jönköpings län",6422852,1386083,57.9154230949671,13.8831246047201
"140","Butik","","SKILLINGARYD","Jönköpings län",6368234,1397112,57.4279168097,14.0923991183556
"141","Butik","","GRÄNNA","Jönköpings län",6433960,1420909,58.0226623221052,14.4667914804893
"142","Butik","Affärshuset Tegner","VÄXJÖ","Kronobergs län",6306289,1438691,56.8792726121912,14.7996354522701
"143","Butik","","LJUNGBY","Kronobergs län",6302408,1386202,56.8345405961501,13.940840843951
"144","Butik","","ÄLMHULT","Kronobergs län",6270668,1397644,56.5522870258232,14.1408335395465
"145","Butik","","ALVESTA","Kronobergs län",6308791,1423876,56.8995415677127,14.5559479946463
"146","Butik","","MARKARYD","Kronobergs län",6261969,1364034,56.4657043555986,13.599248295611
"147","Butik","","TINGSRYD","Kronobergs län",6266611,1449184,56.5242586411095,14.9795680324906
"148","Butik","Samarkand","VÄXJÖ","Kronobergs län",6306955,1436486,56.8849557314141,14.7633090372978
"149","Butik","","ÅSEDA","Kronobergs län",6338507,1472131,57.1717896271819,15.3445157522437
"150","Butik","","LESSEBO","Kronobergs län",6291735,1467278,56.7514795464795,15.2703565767505
"151","Butik","Norremark","VÄXJÖ","Kronobergs län",6308888.458,1440677.155,56.9028705606037,14.831599570496
"152","Butik","Giraffen","KALMAR","Kalmar län",6282701,1532558,56.670375774793,16.3362881395994
"153","Butik","","KALMAR","Kalmar län",6282033,1534227,56.6642583860602,16.3634211984439
"154","Butik","","BORGHOLM","Kalmar län",6306084,1551887,56.8785956675823,16.6562637232022
"155","Butik","","FÄRJESTADEN","Kalmar län",6280723,1540764,56.6519724048107,16.469814629056
"156","Butik","","MÖNSTERÅS","Kalmar län",6324124,1538719,57.0418656358212,16.4430606880183
"157","Butik","","OSKARSHAMN","Kalmar län",6348913,1538632,57.2644550353227,16.4454546653498
"158","Butik","","VÄSTERVIK","Kalmar län",6403932.531,1549363.395,57.7574005457747,16.6343996182209
"159","Butik","","VIMMERBY","Kalmar län",6393520,1502808,57.6666055908416,15.8522567481778
"160","Butik","","NYBRO","Kalmar län",6290738,1505845,56.7436420722532,15.9007562637072
"161","Butik","","HULTSFRED","Kalmar län",6373587,1502275,57.4876298595446,15.8431446842467
"162","Butik","","EMMABODA","Kalmar län",6278197,1483645,56.6307684485686,15.538751698861
"163","Butik","","TORSÅS","Kalmar län",6253828,1512143,56.4120548750663,16.0019620518546
"164","Butik","","HÖGSBY","Kalmar län",6337209,1513635,57.1607830658544,16.030556117053
"165","Butik","","GAMLEBY","Kalmar län",6419481,1535247,57.8983250219993,16.3995821984517
"166","Butik","","VISBY","Gotlands län",6393067,1648993,57.6379596863289,18.3000344316749
"167","Butik","","HEMSE","Gotlands län",6348961,1655264,57.2402127057564,18.3770061142465
"168","Butik","","SLITE","Gotlands län",6401616,1678634,57.703863284406,18.8019713694723
"169","Butik","Wachtmeister","KARLSKRONA","Blekinge län",6225904,1486152,56.1612242552706,15.5823731676357
"170","Butik","Amiralen","Karlskrona-LYCKEBY","Blekinge län",6229811,1489878,56.1964071084419,15.6421913035985
"171","Butik","","RONNEBY","Blekinge län",6231583,1466905,56.2112761108068,15.2719050094091
"172","Butik","","KARLSHAMN","Blekinge län",6227534,1441277,56.1724435896613,14.8598415777861
"173","Butik","","SÖLVESBORG","Blekinge län",6214118,1423814,56.0495086680333,14.5825900054265
"174","Butik","","OLOFSTRÖM","Blekinge län",6239566,1421035,56.2775521806262,14.5304508455955
"175","Butik","","KRISTIANSTAD","Skåne län",6212505,1397361,56.0300896713795,14.1588513459166
"176","Butik","","ÅHUS","Skåne län",6200770,1406017,55.9265057099303,14.3017393942573
"177","Butik","","SIMRISHAMN","Skåne län",6159590,1408055,55.5571548447065,14.3481851482525
"178","Butik","","TOMELILLA","Skåne län",6158678,1383099,55.5436264845458,13.9532922293499
"179","Butik","","HÄSSLEHOLM","Skåne län",6227333,1373348,56.1574359154766,13.7668895478035
"180","Butik","","ÄNGELHOLM","Skåne län",6239143,1317627,56.2453260508699,12.8631246250152
"181","Butik","","BÅSTAD","Skåne län",6259398,1317558,56.4269644580035,12.8479796493246
"182","Butik","","KLIPPAN","Skåne län",6226219,1333737,56.1352868881408,13.1307680431595
"183","Butik","","PERSTORP","Skåne län",6225863,1350158,56.1375272787924,13.3948358753734
"184","Butik","","OSBY","Skåne län",6251939,1388161,56.3820127954431,13.9947393699493
"185","Butik","","ÅSTORP","Skåne län",6226584,1322304,56.1344445465937,12.9468650237763
"186","Butik","","ÖRKELLJUNGA","Skåne län",6242367,1343566,56.283492085324,13.2791805283835
"187","Butik","","BROMÖLLA","Skåne län",6217008,1416645,56.0742630832602,14.466673429356
"188","Butik","","BROBY","Skåne län",6237612,1392834,56.2544849991896,14.0761748019565
"189","Butik","Jägersro Center","MALMÖ","Skåne län",6163462,1326679,55.5697831305611,13.0574402530632
"190","Butik","Entré","MALMÖ","Skåne län",6167611,1324624,55.6062706565944,13.0222677711701
"191","Butik","Mobilia","MALMÖ","Skåne län",6164645,1323361,55.5792059379885,13.0041504244934
"192","Butik","","MALMÖ","Skåne län",6166535,1323352,55.5961581616737,13.0027987105955
"193","Butik","Hansa","MALMÖ","Skåne län",6167276,1323437,55.6028365795493,13.0036711998525
"194","Butik","Kronprinsen","MALMÖ","Skåne län",6166891,1322276,55.5989606474968,12.9855221286771
"195","Butik","Limhamn","LIMHAMN","Skåne län",6165081,1318967,55.5815058364064,12.9342822081234
"196","Butik","Västra Hamnen","MALMÖ","Skåne län",6168313,1322011,55.6116206282411,12.9804057225166
"197","Butik","Emporia","MALMÖ","Skåne län",6163093.345,1321290.065,55.5645316365412,12.9723579126547
"198","Butik","","LOMMA","Skåne län",6174940,1327872,55.6731819155762,13.0691589106835
"199","Butik","","DALBY","Skåne län",6173287,1345419,55.6642481026217,13.3487077371318
"200","Butik","","ARLÖV","Skåne län",6171158,1328649,55.6395257228285,13.0838515355703
"201","Butik","","SKURUP","Skåne län",6152620,1354240,55.4814952546596,13.4996588530724
"202","Butik","","SVEDALA","Skåne län",6156227,1337706,55.5086575803738,13.2362980731663
"203","Butik","","TRELLEBORG","Skåne län",6141465,1332130,55.3743230782674,13.1570327245012
"204","Butik","","VELLINGE","Skåne län",6152534,1323928,55.4707589455928,13.0208227066924
"205","Butik","Toppengallerian","HÖLLVIKEN","Skåne län",6147740,1320203,55.4263980854128,12.9650895655848
"206","Butik","","YSTAD","Skåne län",6146284,1374488,55.4302318569927,13.8225633676964
"207","Butik","","SJÖBO","Skåne län",6168758,1367920,55.6302330094122,13.7081701100852
"208","Butik","","STAFFANSTORP","Skåne län",6171225,1336283,55.6427556362944,13.204912156695
"209","Butik","Råå","HELSINGBORG","Skåne län",6212432,1308927,56.0023618719629,12.7421149104936
"210","Butik","","HELSINGBORG","Skåne län",6217608,1306020,56.0476144625463,12.6918510191681
"211","Butik","Väla","ÖDÅKRA-VÄLA","Skåne län",6222527,1310841,56.0936579717071,12.76563035456
"212","Butik","","BJUV","Skåne län",6221375,1320090,56.0868927051733,12.9148099794101
"213","Butik","","LANDSKRONA","Skåne län",6197269,1313785,55.8682705055409,12.8303273671991
"214","Butik","","SVALÖV","Skåne län",6201665,1331294,55.9141504797393,13.106942568414
"215","Butik","Center Syd","LÖDDEKÖPINGE","Skåne län",6185754.814,1323412.974,55.7686006583995,12.9913990325363
"216","Butik","","HÖGANÄS","Skåne län",6234950,1298599,56.2000550545612,12.5598696566278
"217","Butik","NOVA","LUND","Skåne län",6179662,1333949,55.7176632570703,13.1627807472564
"218","Butik","","LUND","Skåne län",6178262,1335497,55.7056293683858,13.1882267990923
"219","Butik","SALUHALLEN","LUND","Skåne län",6177810,1335908,55.701712973088,13.1950282704475
"220","Butik","","KÄVLINGE","Skåne län",6187935,1330967,55.7908565936965,13.1102662602659
"221","Butik","","ESLÖV","Skåne län",6192683,1343212,55.8375839848461,13.3025430124674
"222","Butik","","HÖÖR","Skåne län",6203019,1358345,55.9350202721457,13.5384740452022
"223","Butik","","HÖRBY","Skåne län",6193571,1365755,55.8523477346516,13.6616379099229
"224","Butik","","HALMSTAD","Hallands län",6286869,1319259,56.6739964964663,12.8563936709426
"225","Butik","Hallarna","HALMSTAD","Hallands län",6284711,1322450,56.655863100937,12.9098658618041
"226","Butik","","HYLTEBRUK","Hallands län",6322155,1344106,56.9994892661021,13.2397076380165
"227","Butik","","LAHOLM","Hallands län",6268301,1330033,56.5114793499431,13.0441200717277
"228","Butik","","Falkenberg","Hallands län",6313691,1298142,56.9058326443359,12.4913126910536
"229","Butik","","VARBERG","Hallands län",6336631,1284500,57.1053008143854,12.2482258964896
"230","Butik","","KUNGSBACKA","Hallands län",6379493,1276554,57.4855841354298,12.0786864213494
"231","Butik","Flygstaden","Halmstad","Hallands län",6287474,1316239,56.6782462544143,12.8067658034343
"232","Butik","Breared","VARBERG","Hallands län",6334039.451,1286318.185,57.0829207761384,12.2803796263057
"233","Butik","","Kungsbacka","Hallands län",6382872.95,1276456.46,57.515820746041,12.0739698296199
"234","Butik","","GÖTEBORG","Västra Götalands län",6403733,1271722,57.7003470749116,11.9755076819254
"235","Butik","","GÖTEBORG","Västra Götalands län",6404043,1271243,57.7028811336019,11.9671981090517
"236","Butik","Olskroken","GÖTEBORG","Västra Götalands län",6405184,1273064,57.7140250330861,11.9965978763982
"237","Butik","","GÖTEBORG","Västra Götalands län",6406126,1274930,57.7234019230966,12.0269555691987
"238","Butik","Nordstan","GÖTEBORG","Västra Götalands län",6404812,1271369,57.7098343754853,11.9685769414638
"239","Butik","","GÖTEBORG","Västra Götalands län",6403411,1270271,57.696724375323,11.9515346612334
"240","Butik","","GÖTEBORG","Västra Götalands län",6402961,1271407,57.6932711130423,11.9709686133336
"241","Butik","Gårda","GÖTEBORG","Västra Götalands län",6403428,1272761,57.6981402303435,11.9931817415462
"242","Butik","Backaplan","GÖTEBORG","Västra Götalands län",6406423,1270416,57.7237813612463,11.9510898858631
"243","Butik","","GÖTEBORG","Västra Götalands län",6402845,1267940,57.6904588066426,11.913079805307
"244","Butik","Bäckebol Homecenter","HISINGS BACKA","Västra Götalands län",6411470.983,1273672.71,57.7706567043687,12.0008679384484
"245","Butik","Eriksberg","GÖTEBORG","Västra Götalands län",6404850,1268441,57.7086778303718,11.9195344081916
"246","Butik","Gamlestaden","GÖTEBORG","Västra Götalands län",6406688,1274154,57.7280479936989,12.0134339397108
"247","Butik","","VÄSTRA FRÖLUNDA","Västra Götalands län",6398598,1267803,57.6523429582231,11.9148715607992
"248","Butik","","ANGERED","Västra Götalands län",6414264,1276844,57.7972680500871,12.0514420375878
"249","Butik","Sisjön","ASKIM","Västra Götalands län",6397481,1269750,57.6433343899044,11.9484709952409
"250","Butik","","ÖCKERÖ","Västra Götalands län",6405734,1252658,57.7081989370592,11.654549835754
"251","Butik","","TORSLANDA","Västra Götalands län",6405428.569,1259835.832,57.70935074009,11.7749599507657
"252","Butik","","MÖLNLYCKE","Västra Götalands län",6398561,1279829,57.6580429302044,12.1159039362922
"253","Butik","","KÅLLERED","Västra Götalands län",6394219,1275116,57.6168149887711,12.0411576692557
"254","Butik","","PARTILLE","Västra Götalands län",6407632,1279784,57.7392985838194,12.1068645582111
"255","Butik","","MÖLNDAL","Västra Götalands län",6398613.864,1273835.974,57.6555507228257,12.0156798812874
"256","Butik","","KUNGÄLV","Västra Götalands län",6422621,1273096,57.8702553166793,11.9806181309874
"257","Butik","","SKÄRHAMN","Västra Götalands län",6436974,1248621,57.9856884319272,11.5541191150863
"258","Butik","","STENUNGSUND","Västra Götalands län",6445105,1264726,58.0673164029893,11.8175796537994
"259","Butik","","HENÅN","Västra Götalands län",6464503,1257692,58.2372421343309,11.6786154849456
"260","Butik","","UDDEVALLA","Västra Götalands län",6476090,1273297,58.3493326904332,11.9323147258082
"261","Butik","","UDDEVALLA","Västra Götalands län",6477143,1266335,58.3551137889068,11.8126406697892
"262","Butik","","MUNKEDAL","Västra Götalands län",6490091,1258968,58.4670743851196,11.6735570618639
"263","Butik","","KUNGSHAMN","Västra Götalands län",6479435,1234004,58.3572339549304,11.2594489250624
"264","Butik","","LYSEKIL","Västra Götalands län",6469508,1243607,58.2740841979234,11.4339995747426
"265","Butik","","STRÖMSTAD","Västra Götalands län",6544581,1233628,58.9399759917956,11.1763384729603
"266","Butik","","STRÖMSTAD","Västra Götalands län",6545334.592,1234585.595,58.9473124688677,11.1920144179045
"267","Butik","","GREBBESTAD","Västra Götalands län",6516725,1236229,58.6923071395965,11.2542204990937
"268","Butik","","VÄNERSBORG","Västra Götalands län",6478252,1296225,58.3799501944384,12.3212137935208
"269","Butik","Överby Köpcenter","Trollhättan","Västra Götalands län",6470997.14,1294751.786,58.3142515760278,12.3025310247683
"270","Butik","","TROLLHÄTTAN","Västra Götalands län",6467768,1293872,58.2849033996401,12.2904239233967
"271","Butik","","ÅMÅL","Västra Götalands län",6551974,1321958,59.052035057172,12.7020713765774
"272","Butik","","MELLERUD","Västra Götalands län",6513503,1305695,58.700182937416,12.452733673107
"273","Butik","","BENGTSFORS","Västra Götalands län",6550815,1294435,59.0292933204293,12.2244673298426
"274","Butik","Solkatten","LERUM","Västra Götalands län",6410533,1289650,57.7700219586507,12.2696453208952
"275","Butik","Dals-Ed","ED","Västra Götalands län",6538721,1276888,58.9121779266664,11.9317913725121
"276","Butik","","BOLLEBYGD","Västra Götalands län",6398379,1307054,57.6688864603508,12.5713566815058
"277","Butik","","BORÅS","Västra Götalands län",6403409,1329329,57.7229816895027,12.9405646429955
"278","Butik","Knalleland","BORÅS","Västra Götalands län",6404431,1329031,57.7320332981486,12.9348435715314
"279","Butik","","LILLA EDET","Västra Götalands län",6451863,1283464,58.137404840677,12.1281482667353
